Code Domaine;Domaine;Code zone (FAO);Zone;Code Élément;Élément;Code Produit;Produit;Code année;Année;Unité;Valeur;Symbole;Description du Symbole;Note
MK;Indicateurs macro;2;Afghanistan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;513.085978;X;Sources internationales sûres;
MK;Indicateurs macro;202;Afrique du Sud;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6121.876572;X;Sources internationales sûres;
MK;Indicateurs macro;3;Albanie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4514.204908;X;Sources internationales sûres;
MK;Indicateurs macro;4;Algérie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4109.701336;X;Sources internationales sûres;
MK;Indicateurs macro;79;Allemagne;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;44552.061;X;Sources internationales sûres;
MK;Indicateurs macro;6;Andorre;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;38962.613799;X;Sources internationales sûres;
MK;Indicateurs macro;7;Angola;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4095.811686;X;Sources internationales sûres;
MK;Indicateurs macro;258;Anguilla;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;19488.092328;X;Sources internationales sûres;
MK;Indicateurs macro;8;Antigua-et-Barbuda;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;15383.415188;X;Sources internationales sûres;
MK;Indicateurs macro;194;Arabie saoudite;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;20802.465306;X;Sources internationales sûres;
MK;Indicateurs macro;9;Argentine;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;14627.615635;X;Sources internationales sûres;
MK;Indicateurs macro;1;Arménie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3914.525246;X;Sources internationales sûres;
MK;Indicateurs macro;22;Aruba;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;29005.625191;X;Sources internationales sûres;
MK;Indicateurs macro;10;Australie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;57628.863849;X;Sources internationales sûres;
MK;Indicateurs macro;11;Autriche;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;47306.411842;X;Sources internationales sûres;
MK;Indicateurs macro;52;Azerbaïdjan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4150.868844;X;Sources internationales sûres;
MK;Indicateurs macro;12;Bahamas;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;32719.152336;X;Sources internationales sûres;
MK;Indicateurs macro;13;Bahreïn;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;23742.953234;X;Sources internationales sûres;
MK;Indicateurs macro;16;Bangladesh;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1538.233627;X;Sources internationales sûres;
MK;Indicateurs macro;14;Barbade;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;17392.010677;X;Sources internationales sûres;
MK;Indicateurs macro;57;Bélarus;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;5790.908054;X;Sources internationales sûres;
MK;Indicateurs macro;255;Belgique;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;44020.066762;X;Sources internationales sûres;
MK;Indicateurs macro;23;Belize;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4887.55982;X;Sources internationales sûres;
MK;Indicateurs macro;53;Bénin;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1136.59336;X;Sources internationales sûres;
MK;Indicateurs macro;17;Bermudes;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;113281.982125;X;Sources internationales sûres;
MK;Indicateurs macro;18;Bhoutan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3286.598606;X;Sources internationales sûres;
MK;Indicateurs macro;19;Bolivie (État plurinational de);6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3351.127399;X;Sources internationales sûres;
MK;Indicateurs macro;80;Bosnie-Herzégovine;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;5394.741461;X;Sources internationales sûres;
MK;Indicateurs macro;20;Botswana;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;7893.388428;X;Sources internationales sûres;
MK;Indicateurs macro;21;Brésil;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;9925.419442;X;Sources internationales sûres;
MK;Indicateurs macro;26;Brunéi Darussalam;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;28572.292244;X;Sources internationales sûres;
MK;Indicateurs macro;27;Bulgarie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;8300.173316;X;Sources internationales sûres;
MK;Indicateurs macro;233;Burkina Faso;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;734.996282;X;Sources internationales sûres;
MK;Indicateurs macro;29;Burundi;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;297.128583;X;Sources internationales sûres;
MK;Indicateurs macro;35;Cabo Verde;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3292.638357;X;Sources internationales sûres;
MK;Indicateurs macro;115;Cambodge;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1385.260419;X;Sources internationales sûres;
MK;Indicateurs macro;32;Cameroun;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1425.106072;X;Sources internationales sûres;
MK;Indicateurs macro;33;Canada;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;44906.74892;X;Sources internationales sûres;
MK;Indicateurs macro;40;Chili;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;14999.370089;X;Sources internationales sûres;
MK;Indicateurs macro;351;Chine;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;8889.37841;Fc;Donnée calculée;
MK;Indicateurs macro;96;Chine - RAS de Hong-Kong;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;46705.027813;X;Sources internationales sûres;
MK;Indicateurs macro;128;Chine - RAS de Macao;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;81516.664768;X;Sources internationales sûres;
MK;Indicateurs macro;41;Chine, continentale;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;8663.125742;X;Sources internationales sûres;
MK;Indicateurs macro;50;Chypre;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;26483.877988;X;Sources internationales sûres;
MK;Indicateurs macro;44;Colombie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6376.707362;X;Sources internationales sûres;
MK;Indicateurs macro;45;Comores;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1323.811705;X;Sources internationales sûres;
MK;Indicateurs macro;46;Congo;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2154.629048;X;Sources internationales sûres;
MK;Indicateurs macro;48;Costa Rica;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;11814.626771;X;Sources internationales sûres;
MK;Indicateurs macro;107;Côte d'Ivoire;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2111.026809;X;Sources internationales sûres;
MK;Indicateurs macro;98;Croatie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;13225.258588;X;Sources internationales sûres;
MK;Indicateurs macro;49;Cuba;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;8541.21444;X;Sources internationales sûres;
MK;Indicateurs macro;279;Curaçao;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;19238.807571;X;Sources internationales sûres;
MK;Indicateurs macro;54;Danemark;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;57938.797728;X;Sources internationales sûres;
MK;Indicateurs macro;72;Djibouti;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2930.696963;X;Sources internationales sûres;
MK;Indicateurs macro;55;Dominique;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;7274.669503;X;Sources internationales sûres;
MK;Indicateurs macro;59;Égypte;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2023.331158;X;Sources internationales sûres;
MK;Indicateurs macro;60;El Salvador;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3910.253179;X;Sources internationales sûres;
MK;Indicateurs macro;225;Émirats arabes unis;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;40644.804043;X;Sources internationales sûres;
MK;Indicateurs macro;58;Équateur;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6213.501276;X;Sources internationales sûres;
MK;Indicateurs macro;178;Érythrée;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;557.874751;X;Sources internationales sûres;
MK;Indicateurs macro;203;Espagne;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;28137.441564;X;Sources internationales sûres;
MK;Indicateurs macro;63;Estonie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;20427.355694;X;Sources internationales sûres;
MK;Indicateurs macro;209;Eswatini;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3952.911658;X;Sources internationales sûres;
MK;Indicateurs macro;231;États-Unis d'Amérique;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;60116.568493;X;Sources internationales sûres;
MK;Indicateurs macro;238;Éthiopie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;721.753494;X;Sources internationales sûres;
MK;Indicateurs macro;185;Fédération de Russie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;10840.230674;X;Sources internationales sûres;
MK;Indicateurs macro;66;Fidji;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6101.130428;X;Sources internationales sûres;
MK;Indicateurs macro;67;Finlande;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;46310.120883;X;Sources internationales sûres;
MK;Indicateurs macro;68;France;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;38720.645922;X;Sources internationales sûres;
MK;Indicateurs macro;74;Gabon;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;7230.389368;X;Sources internationales sûres;
MK;Indicateurs macro;75;Gambie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;679.778473;X;Sources internationales sûres;
MK;Indicateurs macro;73;Géorgie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4051.839171;X;Sources internationales sûres;
MK;Indicateurs macro;81;Ghana;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2025.820309;X;Sources internationales sûres;
MK;Indicateurs macro;84;Grèce;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;18934.301204;X;Sources internationales sûres;
MK;Indicateurs macro;86;Grenade;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;10152.836673;X;Sources internationales sûres;
MK;Indicateurs macro;85;Groenland;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;50046.1168;X;Sources internationales sûres;
MK;Indicateurs macro;89;Guatemala;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4233.644814;X;Sources internationales sûres;
MK;Indicateurs macro;90;Guinée;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;855.575057;X;Sources internationales sûres;
MK;Indicateurs macro;61;Guinée équatoriale;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;9667.903765;X;Sources internationales sûres;
MK;Indicateurs macro;175;Guinée-Bissau;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;738.550286;X;Sources internationales sûres;
MK;Indicateurs macro;91;Guyana;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;6124.922066;X;Sources internationales sûres;
MK;Indicateurs macro;93;Haïti;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;775.892196;X;Sources internationales sûres;
MK;Indicateurs macro;95;Honduras;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;2453.729573;X;Sources internationales sûres;
MK;Indicateurs macro;97;Hongrie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;14693.135295;X;Sources internationales sûres;
MK;Indicateurs macro;36;Îles Caïmanes;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;82620.796779;X;Sources internationales sûres;
MK;Indicateurs macro;47;Îles Cook;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;19741.188968;X;Sources internationales sûres;
MK;Indicateurs macro;127;Îles Marshall;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3578.31515;X;Sources internationales sûres;
MK;Indicateurs macro;25;Îles Salomon;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1911.431453;X;Sources internationales sûres;
MK;Indicateurs macro;224;Îles Turques-et-Caïques;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;27546.005658;X;Sources internationales sûres;
MK;Indicateurs macro;239;Îles Vierges britanniques;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;40819.893836;X;Sources internationales sûres;
MK;Indicateurs macro;100;Inde;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1961.338029;X;Sources internationales sûres;
MK;Indicateurs macro;101;Indonésie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;3837.578117;X;Sources internationales sûres;
MK;Indicateurs macro;102;Iran (République islamique d');6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;5714.068676;X;Sources internationales sûres;
MK;Indicateurs macro;103;Iraq;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;5076.691876;X;Sources internationales sûres;
MK;Indicateurs macro;104;Irlande;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;71391.006104;X;Sources internationales sûres;
MK;Indicateurs macro;99;Islande;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;73231.725965;X;Sources internationales sûres;
MK;Indicateurs macro;105;Israël;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;42850.548478;X;Sources internationales sûres;
MK;Indicateurs macro;106;Italie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;32333.550863;X;Sources internationales sûres;
MK;Indicateurs macro;109;Jamaïque;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;5070.097753;X;Sources internationales sûres;
MK;Indicateurs macro;110;Japon;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;38170.669761;X;Sources internationales sûres;
MK;Indicateurs macro;112;Jordanie;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;4231.464852;X;Sources internationales sûres;
MK;Indicateurs macro;108;Kazakhstan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;9225.974208;X;Sources internationales sûres;
MK;Indicateurs macro;114;Kenya;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1572.345619;X;Sources internationales sûres;
MK;Indicateurs macro;113;Kirghizistan;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1244.470221;X;Sources internationales sûres;
MK;Indicateurs macro;83;Kiribati;6119;Valeur US $ par habitant;22008;Produit Intérieur Brut;2017;2017;US$;1640.552063;X;Sources internationales sûres;
